standard_type,standard_size,cts_specification,ring_oz_specification,chemical,cooking,incoterms,packing,price,unit,active_date,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng,41/50,12X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.28,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,12.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,13.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X17,13+4,Treated,Cooked,DDP LA,Ring,6.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X17,13+4,Treated,Cooked,DDP LA,Ring,7.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X17,13+4,Chemical free,Cooked,DDP LA,Ring,7.43,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X17,13+4,Chemical free,Cooked,DDP LA,Ring,7.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.39,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Treated,Cooked,DDP LA,Ring,6.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Treated,Cooked,DDP New York,Ring,6.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Treated,Cooked,DDP LA,Ring,6.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Treated,Cooked,DDP New York,Ring,6.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,7.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,7.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Chemical free,Cooked,DDP LA,Ring,7.07,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Chemical free,Cooked,DDP New York,Ring,7.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,7.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Treated,Cooked,FOB Toronto,Ring,2.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Treated,Cooked,FOB Vancouver,Ring,2.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Treated,Cooked,DDP Atlanta,Ring,2.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Treated,Cooked,DDP LA,Ring,2.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Treated,Cooked,DDP New York,Ring,2.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Treated,Cooked,DDP Atlanta,Ring,2.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Treated,Cooked,DDP LA,Ring,2.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Treated,Cooked,DDP New York,Ring,2.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Treated,Cooked,FOB Toronto,Ring,2.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Treated,Cooked,FOB Vancouver,Ring,2.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Chemical free,Cooked,FOB Toronto,Ring,2.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Chemical free,Cooked,FOB Vancouver,Ring,2.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Chemical free,Cooked,DDP Atlanta,Ring,2.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Chemical free,Cooked,DDP LA,Ring,2.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,20X6,4+2,Chemical free,Cooked,DDP New York,Ring,2.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Chemical free,Cooked,DDP Atlanta,Ring,2.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Chemical free,Cooked,DDP LA,Ring,2.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Chemical free,Cooked,DDP New York,Ring,2.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Chemical free,Cooked,FOB Toronto,Ring,2.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,20X6,4+2,Chemical free,Cooked,FOB Vancouver,Ring,2.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Treated,Cooked,FOB Toronto,Ring,5.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Treated,Cooked,FOB Vancouver,Ring,5.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Treated,Cooked,DDP Atlanta,Ring,5.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Treated,Cooked,DDP LA,Ring,5.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Treated,Cooked,DDP New York,Ring,5.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Treated,Cooked,DDP Atlanta,Ring,5.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Treated,Cooked,DDP LA,Ring,5.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Treated,Cooked,DDP New York,Ring,5.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Treated,Cooked,FOB Toronto,Ring,5.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Treated,Cooked,FOB Vancouver,Ring,5.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Chemical free,Cooked,FOB Toronto,Ring,5.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Chemical free,Cooked,FOB Vancouver,Ring,5.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Chemical free,Cooked,DDP Atlanta,Ring,5.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Chemical free,Cooked,DDP LA,Ring,5.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X14,10+4,Chemical free,Cooked,DDP New York,Ring,5.85,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Chemical free,Cooked,DDP Atlanta,Ring,6.15,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Chemical free,Cooked,DDP LA,Ring,5.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Chemical free,Cooked,DDP New York,Ring,6.04,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Chemical free,Cooked,FOB Toronto,Ring,6.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X14,10+4,Chemical free,Cooked,FOB Vancouver,Ring,5.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X16,12+4,Treated,Cooked,DDP New York,Ring,6.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X16,12+4,Treated,Cooked,DDP New York,Ring,6.45,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.43,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,7.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X16,12+4,Chemical free,Cooked,DDP New York,Ring,7.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X16,12+4,Treated,Cooked,DDP LA,Ring,6.33,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X16,12+4,Treated,Cooked,DDP New York,Ring,6.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X16,12+4,Treated,Cooked,DDP LA,Ring,6.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X16,12+4,Treated,Cooked,DDP New York,Ring,6.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X16,12+4,Chemical free,Cooked,DDP LA,Ring,7.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X16,12+4,Chemical free,Cooked,DDP New York,Ring,7.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Treated,Cooked,FOB Vancouver,Ring,11.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Treated,Cooked,DDP LA,Ring,12.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Treated,Cooked,DDP New York,Ring,12.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.94,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Treated,Cooked,DDP LA,Ring,12.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Treated,Cooked,DDP New York,Ring,12.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.28,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,12.93,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,14.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.66,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,13.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Treated,Cooked,FOB Toronto,Ring,12.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Treated,Cooked,FOB Vancouver,Ring,12.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Treated,Cooked,DDP Atlanta,Ring,12.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Treated,Cooked,DDP LA,Ring,12.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Treated,Cooked,DDP New York,Ring,12.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Treated,Cooked,DDP Atlanta,Ring,13.07,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Treated,Cooked,DDP LA,Ring,12.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Treated,Cooked,DDP New York,Ring,12.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Treated,Cooked,FOB Toronto,Ring,12.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Treated,Cooked,FOB Vancouver,Ring,12.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Chemical free,Cooked,FOB Toronto,Ring,13.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Chemical free,Cooked,FOB Vancouver,Ring,13.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Chemical free,Cooked,DDP Atlanta,Ring,13.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Chemical free,Cooked,DDP LA,Ring,13.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,6X32,25+7,Chemical free,Cooked,DDP New York,Ring,13.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Chemical free,Cooked,DDP Atlanta,Ring,14.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Chemical free,Cooked,DDP LA,Ring,13.97,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Chemical free,Cooked,DDP New York,Ring,14.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Chemical free,Cooked,FOB Toronto,Ring,13.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,6X32,25+7,Chemical free,Cooked,FOB Vancouver,Ring,13.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Treated,Cooked,FOB Toronto,Ring,7.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Treated,Cooked,FOB Vancouver,Ring,7.01,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Treated,Cooked,DDP Atlanta,Ring,7.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Treated,Cooked,DDP LA,Ring,7.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Treated,Cooked,DDP New York,Ring,7.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Treated,Cooked,DDP Atlanta,Ring,7.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Treated,Cooked,DDP LA,Ring,7.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Treated,Cooked,DDP New York,Ring,7.43,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Treated,Cooked,FOB Toronto,Ring,7.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Treated,Cooked,FOB Vancouver,Ring,7.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Chemical free,Cooked,FOB Toronto,Ring,7.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Chemical free,Cooked,FOB Vancouver,Ring,7.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Chemical free,Cooked,DDP Atlanta,Ring,7.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Chemical free,Cooked,DDP LA,Ring,7.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,16X18,14+4,Chemical free,Cooked,DDP New York,Ring,7.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Chemical free,Cooked,DDP Atlanta,Ring,8.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Chemical free,Cooked,DDP LA,Ring,8.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Chemical free,Cooked,DDP New York,Ring,8.1,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Chemical free,Cooked,FOB Toronto,Ring,8.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,16X18,14+4,Chemical free,Cooked,FOB Vancouver,Ring,7.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Treated,Cooked,FOB Vancouver,Ring,3.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Treated,Cooked,DDP Atlanta,Ring,3.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Treated,Cooked,DDP LA,Ring,3.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Treated,Cooked,DDP New York,Ring,3.54,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Treated,Cooked,DDP Atlanta,Ring,3.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Treated,Cooked,DDP LA,Ring,3.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
