standard_type,standard_size,chemical,processing,cooking,incoterms,price,unit,factory,active_date,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PTO,Raw,FOB HCM,4.89,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PTO,Raw,None,5.05,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PD,Raw,FOB HCM,5.16,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PD,Raw,None,5.33,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PTO,Cooked,FOB HCM,5.79,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PTO,Cooked,None,5.97,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PD,Cooked,FOB HCM,6.26,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,21/25,Treated,PD,Cooked,None,6.45,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,HLSO-O,None,FOB HCM,4.32,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,HLSO-O,None,None,4.46,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PTO,Raw,FOB HCM,4.62,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PTO,Raw,None,4.77,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PD,Raw,FOB HCM,4.88,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PD,Raw,None,5.04,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PTO,Cooked,FOB HCM,5.38,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PTO,Cooked,None,5.56,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PD,Cooked,FOB HCM,5.82,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,26/30,Treated,PD,Cooked,None,6.01,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,HLSO-O,None,FOB HCM,4.16,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,HLSO-O,None,None,4.3,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PTO,Raw,FOB HCM,4.45,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PTO,Raw,None,4.6,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PD,Raw,FOB HCM,4.71,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PD,Raw,None,4.87,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PTO,Cooked,FOB HCM,5.14,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PTO,Cooked,None,5.31,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PD,Cooked,FOB HCM,5.56,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,31/40,Treated,PD,Cooked,None,5.74,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,HLSO-O,None,FOB HCM,3.77,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,HLSO-O,None,None,3.91,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PTO,Raw,FOB HCM,4.04,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PTO,Raw,None,4.18,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PD,Raw,FOB HCM,4.28,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PD,Raw,None,4.42,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PTO,Cooked,FOB HCM,4.82,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PTO,Cooked,None,4.98,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PD,Cooked,FOB HCM,5.22,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,41/50,Treated,PD,Cooked,None,5.39,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,HLSO-O,None,FOB HCM,3.67,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,HLSO-O,None,None,3.81,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PTO,Raw,FOB HCM,3.94,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PTO,Raw,None,4.07,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PD,Raw,FOB HCM,4.17,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PD,Raw,None,4.31,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PTO,Cooked,FOB HCM,4.53,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PTO,Cooked,None,4.68,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PD,Cooked,FOB HCM,4.91,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,51/60,Treated,PD,Cooked,None,5.07,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,HLSO-O,None,FOB HCM,3.6,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,HLSO-O,None,None,3.73,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PTO,Raw,FOB HCM,3.85,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PTO,Raw,None,3.99,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PD,Raw,FOB HCM,4.08,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PD,Raw,None,4.22,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PTO,Cooked,FOB HCM,4.43,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PTO,Cooked,None,4.58,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PD,Cooked,FOB HCM,4.8,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,61/70,Treated,PD,Cooked,None,4.96,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,HLSO-O,None,FOB HCM,3.46,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,HLSO-O,None,None,3.59,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PTO,Raw,FOB HCM,3.71,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PTO,Raw,None,3.84,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PD,Raw,FOB HCM,3.93,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PD,Raw,None,4.07,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PTO,Cooked,FOB HCM,4.3,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PTO,Cooked,None,4.45,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PD,Cooked,FOB HCM,4.66,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,71/90,Treated,PD,Cooked,None,4.82,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,HLSO-O,None,FOB HCM,3.21,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,HLSO-O,None,None,3.33,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PTO,Raw,FOB HCM,3.44,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PTO,Raw,None,3.57,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PD,Raw,FOB HCM,3.65,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PD,Raw,None,3.78,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PTO,Cooked,FOB HCM,4.07,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PTO,Cooked,None,4.21,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PD,Cooked,FOB HCM,4.41,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng giám sát sạch Mỹ,91/120,Treated,PD,Cooked,None,4.56,USD/kg,Hậu Giang,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,2/4,Treated,HLSO-O,None,FOB HCM,15.3,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,2/4,Treated,PTO,Raw,FOB HCM,16.24,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,2/4,Treated,PTO,Raw,None,16.69,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,2/4,Treated,PD,Raw,FOB HCM,17.05,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,2/4,Treated,PD,Raw,None,17.51,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,HLSO-O,None,FOB HCM,14.27,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,HLSO-O,None,None,14.67,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PTO,Raw,FOB HCM,15.15,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PTO,Raw,None,15.56,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PD,Raw,FOB HCM,15.9,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PD,Raw,None,16.34,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PTO,Cooked,FOB HCM,17.61,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PTO,Cooked,None,18.09,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PD,Cooked,FOB HCM,16.77,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,4/6,Treated,PD,Cooked,None,17.23,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,HLSO-O,None,FOB HCM,12.4,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,HLSO-O,None,None,12.75,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PTO,Raw,FOB HCM,13.17,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PTO,Raw,None,13.53,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PD,Raw,FOB HCM,13.82,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PD,Raw,None,14.2,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PTO,Cooked,FOB HCM,15.89,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PTO,Cooked,None,16.33,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PD,Cooked,FOB HCM,15.14,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,6/8,Treated,PD,Cooked,None,15.55,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,HLSO-O,None,FOB HCM,9.53,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,HLSO-O,None,None,9.81,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PTO,Raw,FOB HCM,10.11,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PTO,Raw,None,10.4,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PD,Raw,FOB HCM,10.61,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PD,Raw,None,10.92,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PTO,Cooked,FOB HCM,13.08,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PTO,Cooked,None,13.45,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PD,Cooked,FOB HCM,12.46,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,8/12,Treated,PD,Cooked,None,12.81,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,HLSO-O,None,FOB HCM,7.47,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,HLSO-O,None,None,7.69,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PTO,Raw,FOB HCM,7.92,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PTO,Raw,None,8.16,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PD,Raw,FOB HCM,8.31,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PD,Raw,None,8.56,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PTO,Cooked,FOB HCM,10.16,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PTO,Cooked,None,10.45,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PD,Cooked,FOB HCM,9.67,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,13/15,Treated,PD,Cooked,None,9.95,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,HLSO-O,None,FOB HCM,6.3,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,HLSO-O,None,None,6.5,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PTO,Raw,FOB HCM,6.69,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PTO,Raw,None,6.89,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PD,Raw,FOB HCM,7.01,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PD,Raw,None,7.23,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PTO,Cooked,FOB HCM,8.24,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PTO,Cooked,None,8.49,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PD,Cooked,FOB HCM,7.85,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,16/20,Treated,PD,Cooked,None,8.09,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,HLSO-O,None,FOB HCM,4.92,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,HLSO-O,None,None,5.08,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PTO,Raw,FOB HCM,5.22,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PTO,Raw,None,5.39,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PD,Raw,FOB HCM,5.48,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PD,Raw,None,5.65,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PTO,Cooked,FOB HCM,6.73,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PTO,Cooked,None,6.94,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PD,Cooked,FOB HCM,6.41,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,21/25,Treated,PD,Cooked,None,6.61,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,HLSO-O,None,FOB HCM,4.82,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,HLSO-O,None,None,4.99,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PTO,Raw,FOB HCM,5.12,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PTO,Raw,None,5.28,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PD,Raw,FOB HCM,5.37,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PD,Raw,None,5.54,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PTO,Cooked,FOB HCM,5.86,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PTO,Cooked,None,6.05,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PD,Cooked,FOB HCM,5.58,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,26/30,Treated,PD,Cooked,None,5.76,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,HLSO-O,None,FOB HCM,4.61,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,HLSO-O,None,None,4.77,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PTO,Raw,FOB HCM,4.89,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PTO,Raw,None,5.05,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PD,Raw,FOB HCM,5.13,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PD,Raw,None,5.3,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PTO,Cooked,FOB HCM,5.67,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PTO,Cooked,None,5.86,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PD,Cooked,FOB HCM,5.4,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,31/40,Treated,PD,Cooked,None,5.58,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
Sú sinh thái,41/50,Treated,HLSO-O,None,FOB HCM,4.05,USD/kg,Cà Mau,2020-01-09,2020/1/01,2020/1,2020/1,2020,1,1
